BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];1990;29.9;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];1991;18.0;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];1992;11.5;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];1993;24.0;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];1994;9.4;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];1995;15.9;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];1996;11.4;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];1997;9.0;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];1998;4.8;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];1999;25.6;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2000;12.8;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2001;9.8;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2002;18.0;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2003;15.7;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2004;7.6;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2005;24.4;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2006;-0.4;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2007;19.0;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2008;16.7;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2009;11.6;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2010;18.9;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2011;12.8;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2012;8.6;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2013;9.5;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2014;13.0;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2015;13.0;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2016;14.4;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2017;11.1;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2018;13.8;%;Prozent;
1;Aeugst a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];2019;9.8;%;Prozent;
2;Affoltern a.A.;Öffentliche Finanzen;Gemeindefinanzen;Gemeindekennziffern;433;Selbstfinanzierungsanteil [%];1990;6.9;%;Prozent;
