"spatialunit_id","Gemeinde"
4076," Sarmenstorf"
4077," Tägerig"
4078," Uezwil"
4079," Unterlunkhofen"
4080," Villmergen"
4081," Widen"
4082," Wohlen (AG)"
4083," Zufikon"
4084," Islisberg"
4091," Auenstein"
4092," Birr"
4093," Birrhard"
4094," Bözen"
4095," Brugg"
4096," Effingen"
4097," Elfingen"
4099," Habsburg"
4100," Hausen (AG)"
4104," Lupfig"
4105," Mandach"
4106," Mönthal"
4107," Mülligen"
4110," Remigen"
4111," Riniken"
4112," Rüfenach"
4114," Schinznach-Bad"
4117," Thalheim (AG)"
4120," Veltheim (AG)"
4121," Villigen"
4122," Villnachern"
4123," Windisch"
4124," Bözberg"
4125," Schinznach"
4131," Beinwil am See"
4132," Birrwil"
4133," Burg (AG)"
4134," Dürrenäsch"
4135," Gontenschwil"
4136," Holziken"
4137," Leimbach (AG)"
4138," Leutwil"
4139," Menziken"
4140," Oberkulm"
4141," Reinach (AG)"
4142," Schlossrued"
4143," Schmiedrued"
4144," Schöftland"
4145," Teufenthal (AG)"
4146," Unterkulm"
4147," Zetzwil"
4161," Eiken"
4163," Frick"
4164," Gansingen"
4165," Gipf-Oberfrick"
4166," Herznach"
4167," Hornussen"
4169," Kaisten"
4170," Laufenburg"
4172," Münchwilen (AG)"
4173," Oberhof"
4175," Oeschgen"
4176," Schwaderloch"
4177," Sisseln"
4179," Ueken"
4181," Wittnau"
4182," Wölflinswil"
4183," Zeihen"
4184," Mettauertal"
4191," Ammerswil"
4192," Boniswil"
4193," Brunegg"
4194," Dintikon"
4195," Egliswil"
4196," Fahrwangen"
4197," Hallwil"
4198," Hendschiken"
4199," Holderbank (AG)"
4200," Hunzenschwil"
4201," Lenzburg"
4202," Meisterschwanden"
4203," Möriken-Wildegg"
4204," Niederlenz"
4205," Othmarsingen"
4206," Rupperswil"
4207," Schafisheim"
4208," Seengen"
4209," Seon"
4210," Staufen"
4221," Abtwil"
4222," Aristau"
4223," Auw"
4224," Beinwil (Freiamt)"
4226," Besenbüren"
4227," Bettwil"
4228," Boswil"
4229," Bünzen"
4230," Buttwil"
4231," Dietwil"
4232," Geltwil"
4233," Kallern"
4234," Merenschwand"
4235," Mühlau"
4236," Muri (AG)"
4237," Oberrüti"
4238," Rottenschwil"
4239," Sins"
4240," Waltenschwil"
4251," Hellikon"
4252," Kaiseraugst"
4253," Magden"
4254," Möhlin"
4255," Mumpf"
4256," Obermumpf"
4257," Olsberg"
4258," Rheinfelden"
4259," Schupfart"
4260," Stein (AG)"
4261," Wallbach"
4262," Wegenstetten"
4263," Zeiningen"
4264," Zuzgen"
4271," Aarburg"
4272," Attelwil"
4273," Bottenwil"
4274," Brittnau"
4275," Kirchleerau"
4276," Kölliken"
4277," Moosleerau"
4279," Murgenthal"
4280," Oftringen"
4281," Reitnau"
4282," Rothrist"
4283," Safenwil"
4284," Staffelbach"
4285," Strengelbach"
4286," Uerkheim"
4287," Vordemwald"
4288," Wiliberg"
4289," Zofingen"
4301," Baldingen"
4302," Böbikon"
4303," Böttstein"
4304," Döttingen"
4305," Endingen"
4306," Fisibach"
4307," Full-Reuenthal"
4308," Kaiserstuhl"
4309," Klingnau"
4310," Koblenz"
4311," Leibstadt"
4312," Lengnau (AG)"
4313," Leuggern"
4314," Mellikon"
4315," Rekingen (AG)"
4316," Rietheim"
4317," Rümikon"
4318," Schneisingen"
4319," Siglistorf"
4320," Tegerfelden"
4322," Wislikofen"
4323," Bad Zurzach"
4401," Arbon"
4406," Dozwil"
4411," Egnach"
4416," Hefenhofen"
4421," Horn"
4426," Kesswil"
4431," Roggwil (TG)"
4436," Romanshorn"
4441," Salmsach"
4446," Sommeri"
4451," Uttwil"
4461," Amriswil"
4471," Bischofszell"
4476," Erlen"
4486," Hauptwil-Gottshaus"
4495," Hohentannen"
4501," Kradolf-Schönenberg"
4506," Sulgen"
4511," Zihlschlacht-Sitterdorf"
4536," Basadingen-Schlattingen"
4545," Diessenhofen"
4546," Schlatt (TG)"
4551," Aadorf"
4561," Felben-Wellhausen"
4566," Frauenfeld"
4571," Gachnang"
4590," Hüttlingen"
4591," Matzingen"
4601," Neunforn"
4606," Stettfurt"
4611," Thundorf"
4616," Uesslingen-Buch"
4621," Warth-Weiningen"
4641," Altnau"
4643," Bottighofen"
4646," Ermatingen"
4651," Gottlieben"
4656," Güttingen"
4666," Kemmental"
4671," Kreuzlingen"
4681," Langrickenbach"
4683," Lengwil"
4691," Münsterlingen"
4696," Tägerwilen"
4701," Wäldi"
4711," Affeltrangen"
4716," Bettwiesen"
4721," Bichelsee-Balterswil"
4723," Braunau"
4724," Eschlikon"
4726," Fischingen"
4741," Lommis"
4746," Münchwilen (TG)"
4751," Rickenbach (TG)"
4756," Schönholzerswilen"
4761," Sirnach"
4776," Tobel-Tägerschen"
4781," Wängi"
4786," Wilen (TG)"
4791," Wuppenau"
4801," Berlingen"
4806," Eschenz"
4811," Herdern"
4816," Homburg"
4821," Hüttwilen"
4826," Mammern"
4831," Müllheim"
4841," Pfyn"
4846," Raperswilen"
4851," Salenstein"
4864," Steckborn"
4871," Wagenhausen"
4881," Amlikon-Bissegg"
4891," Berg (TG)"
4901," Birwinken"
4911," Bürglen (TG)"
4921," Bussnang"
4941," Märstetten"
4946," Weinfelden"
4951," Wigoltingen"
5001," Arbedo-Castione"
5002," Bellinzona"
5003," Cadenazzo"
5009," Isone"
5010," Lumino"
5017," Sant'Antonino"
5048," Acquarossa"
5049," Blenio"
5050," Serravalle"
5061," Airolo"
5063," Bedretto"
5064," Bodio"
5071," Dalpe"
5072," Faido"
5073," Giornico"
5076," Personico"
5077," Pollegio"
5078," Prato (Leventina)"
5079," Quinto"
5091," Ascona"
5095," Brione (Verzasca)"
5096," Brione sopra Minusio"
5097," Brissago"
5102," Corippo"
5105," Frasco"
5108," Gordola"
5112," Lavertezzo"
5113," Locarno"
5115," Losone"
5117," Mergoscia"
5118," Minusio"
5120," Muralto"
5121," Orselina"
5125," Ronco sopra Ascona"
5129," Sonogno"
5131," Tenero-Contra"
5135," Vogorno"
5136," Onsernone"
5138," Cugnasco-Gerra"
5141," Agno"
5143," Aranno"
5144," Arogno"
5146," Astano"
5148," Bedano"
5149," Bedigliora"
5151," Bioggio"
5154," Bissone"
5160," Brusino Arsizio"
5161," Cademario"
5162," Cadempino"
5167," Canobbio"
5171," Caslano"
5176," Comano"
5178," Croglio"
5180," Cureglia"
5181," Curio"
5186," Grancia"
5187," Gravesano"
5189," Lamone"
5192," Lugano"
5193," Magliaso"
5194," Manno"
5195," Maroggia"
5196," Massagno"
5197," Melano"
5198," Melide"
5199," Mezzovico-Vira"
5200," Miglieglia"
5202," Monteggio"
5203," Morcote"
5205," Muzzano"
5206," Neggio"
5207," Novaggio"
5208," Origlio"
5210," Paradiso"
5212," Ponte Capriasca"
5213," Ponte Tresa"
5214," Porza"
5216," Pura"
5219," Rovio"
5221," Savosa"
5222," Sessa"
5225," Sorengo"
5226," Capriasca"
5227," Torricella-Taverne"
5230," Vernate"
5231," Vezia"
5233," Vico Morcote"
5236," Collina d'Oro"
5237," Alto Malcantone"
5238," Monteceneri"
5242," Balerna"
5249," Castel San Pietro"
5250," Chiasso"
5251," Coldrerio"
5254," Mendrisio"
5257," Morbio Inferiore"
5260," Novazzano"
5263," Riva San Vitale"
5266," Stabio"
5268," Vacallo"
5269," Breggia"
5281," Biasca"
5287," Riviera"
5304," Bosco/Gurin"
5307," Campo (Vallemaggia)"
5309," Cerentino"
5310," Cevio"
5315," Linescio"
5317," Maggia"
5323," Lavizzara"
5324," Avegno Gordevio"
5396," Terre di Pedemonte"
5397," Centovalli"
5398," Gambarogno"
5401," Aigle"
5402," Bex"
5403," Chessel"
5404," Corbeyrier"
5405," Gryon"
5406," Lavey-Morcles"
5407," Leysin"
5408," Noville"
5409," Ollon"
5410," Ormont-Dessous"
5411," Ormont-Dessus"
5412," Rennaz"
5413," Roche (VD)"
5414," Villeneuve (VD)"
5415," Yvorne"
5421," Apples"
5422," Aubonne"
5423," Ballens"
5424," Berolle"
5425," Bière"
5426," Bougy-Villars"
5427," Féchy"
5428," Gimel"
5429," Longirod"
5430," Marchissy"
5431," Mollens (VD)"
5432," Montherod"
5434," Saint-George"
5435," Saint-Livres"
5436," Saint-Oyens"
5437," Saubraz"
5451," Avenches"
5456," Cudrefin"
5458," Faoug"
5464," Vully-les-Lacs"
5471," Bettens"
5472," Bournens"
5473," Boussens"
5474," La Chaux (Cossonay)"
5475," Chavannes-le-Veyron"
5476," Chevilly"
5477," Cossonay"
5478," Cottens (VD)"
5479," Cuarnens"
5480," Daillens"
5481," Dizy"
5482," Eclépens"
5483," Ferreyres"
5484," Gollion"
5485," Grancy"
5486," L'Isle"
5487," Lussery-Villars"
5488," Mauraz"
5489," Mex (VD)"
5490," Moiry"
5491," Mont-la-Ville"
5492," Montricher"
5493," Orny"
5494," Pampigny"
5495," Penthalaz"
5496," Penthaz"
5497," Pompaples"
5498," La Sarraz"
5499," Senarclens"
5500," Sévery"
5501," Sullens"
5503," Vufflens-la-Ville"
5511," Assens"
5512," Bercher"
5513," Bioley-Orjulaz"
5514," Bottens"
5515," Bretigny-sur-Morrens"
5516," Cugy (VD)"
5518," Echallens"
5520," Essertines-sur-Yverdon"
5521," Etagnières"
5522," Fey"
5523," Froideville"
5527," Morrens (VD)"
5529," Oulens-sous-Echallens"
5530," Pailly"
5531," Penthéréaz"
5533," Poliez-Pittet"
5534," Rueyres"
5535," Saint-Barthélemy (VD)"
5537," Villars-le-Terroir"
5539," Vuarrens"
5540," Montilliez"
5541," Goumoëns"
5551," Bonvillars"
5552," Bullet"
5553," Champagne"
5554," Concise"
5555," Corcelles-près-Concise"
5556," Fiez"
5557," Fontaines-sur-Grandson"
5559," Giez"
5560," Grandevent"
5561," Grandson"
5562," Mauborget"
5563," Mutrux"
5564," Novalles"
5565," Onnens (VD)"
5566," Provence"
5568," Sainte-Croix"
5571," Tévenon"
5581," Belmont-sur-Lausanne"
5582," Cheseaux-sur-Lausanne"
5583," Crissier"
5584," Epalinges"
5585," Jouxtens-Mézery"
5586," Lausanne"
5587," Le Mont-sur-Lausanne"
5588," Paudex"
5589," Prilly"
5590," Pully"
5591," Renens (VD)"
5592," Romanel-sur-Lausanne"
5601," Chexbres"
5604," Forel (Lavaux)"
5606," Lutry"
5607," Puidoux"
5609," Rivaz"
5610," Saint-Saphorin (Lavaux)"
5611," Savigny"
5613," Bourg-en-Lavaux"
5621," Aclens"
5622," Bremblens"
5623," Buchillon"
5624," Bussigny"
5625," Bussy-Chardonney"
5627," Chavannes-près-Renens"
5628," Chigny"
5629," Clarmont"
5631," Denens"
5632," Denges"
5633," Echandens"
5634," Echichens"
5635," Ecublens (VD)"
5636," Etoy"
5637," Lavigny"
5638," Lonay"
5639," Lully (VD)"
5640," Lussy-sur-Morges"
5642," Morges"
5643," Préverenges"
5644," Reverolle"
5645," Romanel-sur-Morges"
5646," Saint-Prex"
5648," Saint-Sulpice (VD)"
5649," Tolochenaz"
5650," Vaux-sur-Morges"
5651," Villars-Sainte-Croix"
5652," Villars-sous-Yens"
5653," Vufflens-le-Château"
5654," Vullierens"
5655," Yens"
5661," Boulens"
5663," Bussy-sur-Moudon"
5665," Chavannes-sur-Moudon"
5669," Curtilles"
5671," Dompierre (VD)"
5673," Hermenches"
5674," Lovatens"
5675," Lucens"
5678," Moudon"
5680," Ogens"
5683," Prévonloup"
5684," Rossenges"
5688," Syens"
5690," Villars-le-Comte"
5692," Vucherens"
5693," Montanaire"
5701," Arnex-sur-Nyon"
5702," Arzier-Le Muids"
5703," Bassins"
5704," Begnins"
5705," Bogis-Bossey"
5706," Borex"
5707," Chavannes-de-Bogis"
5708," Chavannes-des-Bois"
5709," Chéserex"
5710," Coinsins"
5711," Commugny"
5712," Coppet"
5713," Crans-près-Céligny"
5714," Crassier"
5715," Duillier"
5716," Eysins"
5717," Founex"
5718," Genolier"
5719," Gingins"
5720," Givrins"
5721," Gland"
5722," Grens"
5723," Mies"
5724," Nyon"
5725," Prangins"
5726," La Rippe"
5727," Saint-Cergue"
5728," Signy-Avenex"
5729," Tannay"
5730," Trélex"
5731," Le Vaud"
5732," Vich"
5741," L'Abergement"
5742," Agiez"
5743," Arnex-sur-Orbe"
5744," Ballaigues"
5745," Baulmes"
5746," Bavois"
5747," Bofflens"
5748," Bretonnières"
5749," Chavornay"
5750," Les Clées"
5752," Croy"
5754," Juriens"
5755," Lignerolle"
5756," Montcherand"
5757," Orbe"
5758," La Praz"
5759," Premier"
5760," Rances"
5761," Romainmôtier-Envy"
5762," Sergey"
5763," Valeyres-sous-Rances"
5764," Vallorbe"
5765," Vaulion"
5766," Vuiteboeuf"
5785," Corcelles-le-Jorat"
5788," Essertes"
5790," Maracon"
5792," Montpreveyres"
5798," Ropraz"
5799," Servion"
5803," Vulliens"
5804," Jorat-Menthue"
5805," Oron"
5806," Jorat-Mézières"
5812," Champtauroz"
5813," Chevroux"
5816," Corcelles-près-Payerne"
5817," Grandcour"
5819," Henniez"
5821," Missy"
5822," Payerne"
5827," Trey"
5828," Treytorrens (Payerne)"
5830," Villarzel"
5831," Valbroye"
5841," Château-d'Oex"
5842," Rossinière"
5843," Rougemont"
5851," Allaman"
5852," Bursinel"
5853," Bursins"
5854," Burtigny"
5855," Dully"
5856," Essertines-sur-Rolle"
5857," Gilly"
5858," Luins"
5859," Mont-sur-Rolle"
5860," Perroy"
5861," Rolle"
5862," Tartegnin"
5863," Vinzel"
5871," L'Abbaye"
5872," Le Chenit"
5873," Le Lieu"
5881," Blonay"
5882," Chardonne"
5883," Corseaux"
5884," Corsier-sur-Vevey"
5885," Jongny"
5886," Montreux"
5888," Saint-Légier-La Chiésaz"
5889," La Tour-de-Peilz"
5890," Vevey"
5891," Veytaux"
5902," Belmont-sur-Yverdon"
5903," Bioley-Magnoux"
5904," Chamblon"
5905," Champvent"
5907," Chavannes-le-Chêne"
5908," Chêne-Pâquier"
5909," Cheseaux-Noréaz"
5910," Cronay"
5911," Cuarny"
5912," Démoret"
5913," Donneloye"
5914," Ependes (VD)"
5919," Mathod"
5921," Molondin"
5922," Montagny-près-Yverdon"
5923," Oppens"
5924," Orges"
5925," Orzens"
5926," Pomy"
5928," Rovray"
5929," Suchy"
5930," Suscévaz"
5931," Treycovagnes"
5932," Ursins"
5933," Valeyres-sous-Montagny"
5934," Valeyres-sous-Ursins"
5935," Villars-Epeney"
5937," Vugelles-La Mothe"
5938," Yverdon-les-Bains"
5939," Yvonand"
6002," Brig-Glis"
6004," Eggerberg"
6007," Naters"
6008," Ried-Brig"
6009," Simplon"
6010," Termen"
6011," Zwischbergen"
6021," Ardon"
6022," Chamoson"
6023," Conthey"
6024," Nendaz"
6025," Vétroz"
6031," Bagnes"
6032," Bourg-Saint-Pierre"
6033," Liddes"
6034," Orsières"
6035," Sembrancher"
6036," Vollèges"
6052," Bellwald"
6054," Binn"
6056," Ernen"
6057," Fiesch"
6058," Fieschertal"
6061," Lax"
6076," Obergoms"
6077," Goms"
6082," Ayent"
6083," Evolène"
6084," Hérémence"
6087," Saint-Martin (VS)"
6089," Vex"
6090," Mont-Noble"
6101," Agarn"
6102," Albinen"
6104," Ergisch"
6109," Inden"
6110," Leuk"
6111," Leukerbad"
6112," Oberems"
6113," Salgesch"
6116," Varen"
6117," Guttet-Feschel"
6118," Gampel-Bratsch"
6119," Turtmann-Unterems"
6131," Bovernier"
6132," Charrat"
6133," Fully"
6134," Isérables"
6135," Leytron"
6136," Martigny"
6137," Martigny-Combe"
6139," Riddes"
6140," Saillon"
6141," Saxon"
6142," Trient"
6151," Champéry"
6152," Collombey-Muraz"
6153," Monthey"
6154," Port-Valais"
6155," Saint-Gingolph"
6156," Troistorrents"
6157," Val-d'Illiez"
6158," Vionnaz"
6159," Vouvry"
6172," Bister"
6173," Bitsch"
6177," Grengiols"
6181," Riederalp"
6191," Ausserberg"
6192," Blatten"
6193," Bürchen"
6194," Eischoll"
6195," Ferden"
6197," Kippel"
6198," Niedergesteln"
6199," Raron"
6201," Unterbäch"
6202," Wiler (Lötschen)"
6203," Mörel-Filet"
6204," Steg-Hohtenn"
6205," Bettmeralp"
6211," Collonges"
6212," Dorénaz"
6213," Evionnaz"
6214," Finhaut"
6215," Massongex"
6217," Saint-Maurice"
6218," Salvan"
6219," Vernayaz"
6220," Vérossaz"
6232," Chalais"
6235," Chippis"
6238," Grône"
6239," Icogne"
6240," Lens"
6241," Miège"
6246," Saint-Léonard"
6248," Sierre"
6249," Venthône"
6250," Veyras"
6252," Anniviers"
6253," Crans-Montana"
6261," Arbaz"
6263," Grimisuat"
6265," Savièse"
6266," Sion"
6267," Veysonnaz"
6281," Baltschieder"
6282," Eisten"
6283," Embd"
6285," Grächen"
6286," Lalden"
6287," Randa"
6288," Saas-Almagell"
6289," Saas-Balen"
6290," Saas-Fee"
6291," Saas-Grund"
6292," St. Niklaus"
6293," Stalden (VS)"
6294," Staldenried"
6295," Täsch"
6296," Törbel"
6297," Visp"
6298," Visperterminen"
6299," Zeneggen"
6300," Zermatt"
6404," Boudry"
6407," Corcelles-Cormondrèche"
6408," Cortaillod"
6412," Peseux"
6413," Rochefort"
6416," Milvignes"
6417," La Grande Béroche"
6421," La Chaux-de-Fonds"
6422," Les Planchettes"
6423," La Sagne"
6431," Les Brenets"
6432," La Brévine"
6433," Brot-Plamboz"
6434," Le Cerneux-Péquignot"
6435," La Chaux-du-Milieu"
6436," Le Locle"
6437," Les Ponts-de-Martel"
6451," Cornaux"
6452," Cressier (NE)"
6453," Enges"
6454," Hauterive (NE)"
6455," Le Landeron"
6456," Lignières"
6458," Neuchâtel"
6459," Saint-Blaise"
6461," La Tène"
6485," Valangin"
6487," Val-de-Ruz"
6504," La Côte-aux-Fées"
6511," Les Verrières"
6512," Val-de-Travers"
6601," Aire-la-Ville"
6602," Anières"
6603," Avully"
6604," Avusy"
6605," Bardonnex"
6606," Bellevue"
6607," Bernex"
6608," Carouge (GE)"
6609," Cartigny"
6610," Céligny"
6611," Chancy"
6612," Chêne-Bougeries"
6613," Chêne-Bourg"
6614," Choulex"
6615," Collex-Bossy"
6616," Collonge-Bellerive"
6617," Cologny"
6618," Confignon"
6619," Corsier (GE)"
6620," Dardagny"
6621," Genève"
6622," Genthod"
6623," Le Grand-Saconnex"
6624," Gy"
6625," Hermance"
6626," Jussy"
6627," Laconnex"
6628," Lancy"
6629," Meinier"
6630," Meyrin"
6631," Onex"
6632," Perly-Certoux"
6633," Plan-les-Ouates"
6634," Pregny-Chambésy"
6635," Presinge"
6636," Puplinge"
6637," Russin"
6638," Satigny"
6639," Soral"
6640," Thônex"
6641," Troinex"
6642," Vandoeuvres"
6643," Vernier"
6644," Versoix"
6645," Veyrier"
6702," Boécourt"
6703," Bourrignon"
6704," Châtillon (JU)"
6706," Courchapoix"
6708," Courrendlin"
6709," Courroux"
6710," Courtételle"
6711," Delémont"
6712," Develier"
6713," Ederswiler"
6715," Mervelier"
6716," Mettembert"
6718," Movelier"
6719," Pleigne"
6720," Rebeuvelier"
6721," Rossemaison"
6722," Saulcy"
6724," Soyhières"
6728," Vellerat"
6729," Haute-Sorne"
6730," Val Terbi"
6741," Le Bémont (JU)"
6742," Les Bois"
6743," Les Breuleux"
6744," La Chaux-des-Breuleux"
6745," Les Enfers"
6748," Les Genevez (JU)"
6750," Lajoux (JU)"
6751," Montfaucon"
6753," Muriaux"
6754," Le Noirmont"
6757," Saignelégier"
6758," Saint-Brais"
6759," Soubey"
6771," Alle"
6773," Beurnevésin"
6774," Boncourt"
6775," Bonfol"
6778," Bure"
6781," Coeuve"
6782," Cornol"
6783," Courchavon"
6784," Courgenay"
6785," Courtedoux"
6787," Damphreux"
6789," Fahy"
6790," Fontenais"
6792," Grandfontaine"
6793," Lugnez"
6800," Porrentruy"
6806," Vendlincourt"
6807," Basse-Allaine"
6808," Clos du Doubs"
6809," Haute-Ajoie"
6810," La Baroche"
