BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
1;Aeugst a.A.;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2007;5.1;%;Prozent;
1;Aeugst a.A.;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2011;9.2;%;Prozent;
1;Aeugst a.A.;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2015;10.0;%;Prozent;
1;Aeugst a.A.;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2019;14.2;%;Prozent;
2;Affoltern a.A.;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2007;5.0;%;Prozent;
2;Affoltern a.A.;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2011;8.6;%;Prozent;
2;Affoltern a.A.;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2015;6.8;%;Prozent;
2;Affoltern a.A.;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2019;11.1;%;Prozent;
3;Bonstetten;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2007;6.3;%;Prozent;
3;Bonstetten;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2011;14.8;%;Prozent;
3;Bonstetten;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2015;10.5;%;Prozent;
3;Bonstetten;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2019;14.6;%;Prozent;
4;Hausen a.A.;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2007;7.0;%;Prozent;
4;Hausen a.A.;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2011;13.2;%;Prozent;
4;Hausen a.A.;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2015;8.4;%;Prozent;
4;Hausen a.A.;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2019;12.2;%;Prozent;
5;Hedingen;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2007;6.9;%;Prozent;
5;Hedingen;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2011;10.2;%;Prozent;
5;Hedingen;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2015;7.9;%;Prozent;
5;Hedingen;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2019;15.9;%;Prozent;
6;Kappel a.A.;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2007;10.7;%;Prozent;
6;Kappel a.A.;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2011;8.0;%;Prozent;
6;Kappel a.A.;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2015;8.6;%;Prozent;
6;Kappel a.A.;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2019;14.0;%;Prozent;
7;Knonau;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2007;5.9;%;Prozent;
7;Knonau;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2011;11.2;%;Prozent;
7;Knonau;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2015;7.8;%;Prozent;
7;Knonau;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2019;15.1;%;Prozent;
8;Maschwanden;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2007;6.5;%;Prozent;
8;Maschwanden;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2011;5.0;%;Prozent;
8;Maschwanden;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2015;7.9;%;Prozent;
8;Maschwanden;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2019;12.3;%;Prozent;
9;Mettmenstetten;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2007;7.7;%;Prozent;
9;Mettmenstetten;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2011;10.7;%;Prozent;
9;Mettmenstetten;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2015;7.8;%;Prozent;
9;Mettmenstetten;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2019;13.9;%;Prozent;
10;Obfelden;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2007;5.3;%;Prozent;
10;Obfelden;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2011;9.0;%;Prozent;
10;Obfelden;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2015;6.4;%;Prozent;
10;Obfelden;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2019;13.6;%;Prozent;
11;Ottenbach;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2007;5.9;%;Prozent;
11;Ottenbach;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2011;8.6;%;Prozent;
11;Ottenbach;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2015;8.2;%;Prozent;
11;Ottenbach;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2019;22.8;%;Prozent;
12;Rifferswil;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2007;11.2;%;Prozent;
12;Rifferswil;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2011;16.3;%;Prozent;
12;Rifferswil;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2015;9.1;%;Prozent;
12;Rifferswil;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2019;10.0;%;Prozent;
13;Stallikon;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2007;5.3;%;Prozent;
13;Stallikon;Politik;Wähleranteile;Kantonsrat;438;KRW Wähleranteil GLP [%];2011;11.8;%;Prozent;
