BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1985;54.5;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1990;51.8;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1996;41.0;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2000;53.3;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2005;43.4;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2007;44.7;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2008;40.8;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2009;35.6;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2010;38.3;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2011;37.8;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2012;45.2;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2013;52.8;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2014;50.0;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2015;48.6;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2016;51.4;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2017;43.2;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2018;42.1;%;Prozent;
1;Aeugst a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2019;48.8;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1985;48.0;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1990;56.3;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1996;52.2;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2000;48.5;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2005;52.6;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2007;55.7;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2008;54.1;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2009;45.0;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2010;44.4;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2011;49.1;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2012;46.4;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2013;49.0;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2014;50.0;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2015;49.1;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2016;50.9;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2017;48.1;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2018;54.3;%;Prozent;
2;Affoltern a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2019;42.0;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1985;59.5;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1990;46.8;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1996;54.7;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2000;50.8;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2005;48.7;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2007;39.7;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2008;48.1;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2009;51.3;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2010;51.3;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2011;46.2;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2012;34.1;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2013;30.0;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2014;32.4;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2015;43.6;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2016;36.4;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2017;40.0;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2018;34.2;%;Prozent;
3;Bonstetten;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2019;30.6;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1985;63.8;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1990;54.6;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1996;54.8;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2000;40.6;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2005;44.2;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2007;40.2;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2008;47.0;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2009;48.8;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2010;42.7;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2011;49.1;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2012;47.2;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2013;43.4;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2014;42.5;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2015;44.8;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2016;45.3;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2017;41.5;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2018;42.5;%;Prozent;
4;Hausen a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2019;40.6;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1985;60.5;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1990;57.6;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1996;48.8;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2000;48.6;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2005;43.8;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2007;45.5;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2008;43.3;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2009;41.9;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2010;41.4;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2011;28.6;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2012;30.0;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2013;35.5;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2014;29.4;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2015;29.0;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2016;27.6;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2017;28.1;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2018;37.9;%;Prozent;
5;Hedingen;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2019;39.3;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1985;55.5;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1990;45.7;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1996;51.3;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2000;60.3;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2005;56.5;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2007;50.8;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2008;55.7;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2009;50.0;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2010;53.2;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2011;48.3;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2012;49.2;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2013;44.8;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2014;42.4;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2015;47.5;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2016;46.3;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2017;43.8;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2018;51.7;%;Prozent;
6;Kappel a.A.;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2019;54.5;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1985;58.2;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1990;61.8;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1996;53.2;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2000;43.0;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2005;44.6;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2007;44.6;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2008;46.2;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2009;42.9;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2010;40.6;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2011;47.0;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2012;50.0;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2013;50.8;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2014;50.0;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2015;48.4;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2016;48.4;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2017;48.3;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2018;50.9;%;Prozent;
7;Knonau;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2019;50.0;%;Prozent;
8;Maschwanden;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1985;55.2;%;Prozent;
8;Maschwanden;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1990;51.2;%;Prozent;
8;Maschwanden;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];1996;56.0;%;Prozent;
8;Maschwanden;Arbeit und Unternehmen;Landwirtschaft;Beschäftigte Landwirtschaft;262;Anteil Vollzeitbeschäftigte Landwirtschaft [%];2000;45.8;%;Prozent;
